,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN,component 1,component 2,component 3,K-means PCA,Segment
5115,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-07-08,0.5,8.1,9.9,5.9,18.254630287040712,0.30485550199851685,-1.5788646408333629,2,Hydro
6323,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-09-27,0.5,2.1,6.4,-3.9,27.97998270028754,-4.160289600217491,3.7155328139700394,2,Hydro
9868,SF000104560,"RIVERSDALE, SF",-34.083,21.25,116.0,2022-07-08,0.0,13.0,0.0,7.8,23.17863712788346,5.110533861678697,-9.87352836932884,2,Hydro
5198,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-09-29,0.0,8.8,11.6,6.5,16.339981933245355,-0.2626759261721706,-1.5794111801611241,2,Hydro
8696,SF001344780,"CALVINIA, SF",-31.467,19.767,975.0,2022-12-02,0.0,15.1,0.0,10.1,21.26344066686418,6.57361734508732,-11.82705077488996,2,Hydro
1545,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-08-27,0.0,18.3,0.0,0.0,24.64666418292859,2.568571506573686,-8.487987604539766,2,Hydro
4208,SF001506200,"ELLIOT, SF",-31.333,27.85,1463.0,2022-09-20,47.0,5.7,7.6,2.4,23.951187496852086,36.08894685421832,27.24472682164958,2,Hydro
1747,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2023-03-17,0.0,23.7,0.0,0.0,22.461323653895647,3.6205107390121496,-10.765689649466399,2,Hydro
12246,SF000068712,"CAPE COLUMBINE, SF",-32.833,17.85,67.0,2022-09-08,0.3,4.4,6.6,3.5,23.458416921860742,-0.5488305714421154,-0.7055920010233578,2,Hydro
3613,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2023-04-06,0.0,19.4,0.0,0.0,24.201502223310772,2.7828554242926318,-8.951963947024819,2,Hydro
3379,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2022-08-15,0.5,10.2,0.0,2.0,27.012180890946084,2.3057883809450312,-5.7057181770382925,2,Hydro
7969,SF000981900,"CRADOCK, SF",-32.167,25.617,102.0,2023-01-14,0.0,23.8,0.0,17.8,14.176035153122793,11.797003648846916,-19.071321103050145,2,Hydro
11787,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-11-22,0.0,20.4,0.0,16.8,16.015182392701906,10.676412407304682,-17.17297354370954,2,Hydro
3179,SF004322370,"VRYBURG, SF",-26.95,24.633,1234.0,2022-08-18,0.0,10.2,0.0,1.0,27.46148288480854,1.4489217901451195,-5.5356734015366165,2,Hydro
9097,SF000782270,"FORT BEAUFORT, SF",-32.783,26.633,455.0,2023-04-03,8.9,18.7,0.0,15.1,17.73783026345973,16.66141859041855,-10.430058344619779,2,Hydro
11663,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-07-21,0.5,12.8,0.0,0.0,26.886364078824727,1.8957593765497383,-5.873911803229363,2,Hydro
1747,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2023-03-17,0.0,23.7,0.0,0.0,22.461323653895647,3.6205107390121496,-10.765689649466399,2,Hydro
6578,SF001485170,"JAMESTOWN, SF",-31.117,26.8,1603.0,2022-10-07,0.0,11.9,0.0,7.2,23.901714342502967,4.621294464622276,-9.131008708211708,2,Hydro
8904,SF000782270,"FORT BEAUFORT, SF",-32.783,26.633,455.0,2022-09-17,1.0,15.3,0.0,12.1,20.28389814102693,8.326311238999681,-12.251499660890595,2,Hydro
6241,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-07-06,0.0,0.7,3.0,-2.7,30.65594809445047,-3.121227202238556,1.7198703514418472,2,Hydro
11785,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-11-20,0.0,17.8,0.0,0.0,24.84901052820943,2.471169725792347,-8.277089267046557,2,Hydro
5115,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-07-08,0.5,8.1,9.9,5.9,18.254630287040712,0.30485550199851685,-1.5788646408333629,2,Hydro
11031,SF000456110,"LAINGSBURG, SF",-33.2,20.867,656.0,2022-12-02,0.0,19.7,0.0,14.5,17.36380908693486,9.486053910083807,-15.809966483129395,2,Hydro
1649,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-12-09,0.0,24.8,0.0,0.0,22.016161694277816,3.8347946567310935,-11.22966599195145,2,Hydro
6334,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-10-08,6.1,6.9,8.5,3.9,20.925380303098645,4.096822804860026,2.4363735069950785,2,Hydro
5153,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-08-15,0.0,7.7,8.7,6.3,19.162910864738915,0.4212128190104969,-2.502352222429195,2,Hydro
1768,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2023-04-07,0.0,21.4,0.0,0.0,23.392116842187455,3.172462547417988,-9.795557296997647,2,Hydro
1696,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2023-01-25,0.0,21.7,0.0,0.0,23.270709035018964,3.2309036158867914,-9.922096299493571,2,Hydro
11836,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2023-01-10,0.0,23.1,0.0,0.0,22.704139268232634,3.5036286020745426,-10.51261164447455,2,Hydro
11031,SF000456110,"LAINGSBURG, SF",-33.2,20.867,656.0,2022-12-02,0.0,19.7,0.0,14.5,17.36380908693486,9.486053910083807,-15.809966483129395,2,Hydro
6302,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-09-06,23.9,3.3,6.1,0.9,26.15747861795554,17.030343206299243,14.596234460516053,2,Hydro
6327,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-10-01,0.0,4.5,6.9,-1.3,25.396543025146766,-3.0705541619571872,1.4571375814412235,2,Hydro
3928,SF000570480,"GRAHAMSTOWN, SF",-33.283,26.5,642.0,2022-09-17,0.3,13.1,0.0,11.3,21.52532959666834,6.973085655779389,-11.364027608850222,2,Hydro
6406,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-12-19,4.1,6.4,11.2,3.6,19.08359040376847,1.3459527186654074,2.987479536402538,2,Hydro
7084,SFM00068242,"MAFIKENG, SF",-25.798,25.548,1274.4,2022-09-18,0.0,23.0,0.0,10.8,17.742133947258456,8.43334687399287,-15.48421171235339,2,Hydro
11874,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2023-02-17,4.1,21.2,0.0,0.0,23.58695418231732,6.402082995385874,-7.298806433142311,2,Hydro
3545,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2023-01-28,0.5,19.4,0.0,0.0,24.215392321117783,3.181462882863414,-8.657769858139691,2,Hydro
1639,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-11-29,0.0,21.2,0.0,0.0,23.473055380299787,3.1335018351054513,-9.71119796200036,2,Hydro
9097,SF000782270,"FORT BEAUFORT, SF",-32.783,26.633,455.0,2023-04-03,8.9,18.7,0.0,15.1,17.73783026345973,16.66141859041855,-10.430058344619779,2,Hydro
7663,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-11-24,0.0,16.8,0.0,0.0,25.25370321877108,2.2763661642296684,-7.8552925920601435,2,Hydro
1561,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-09-12,0.0,15.9,0.0,0.0,25.617926640276572,2.101042958823257,-7.475675584572371,2,Hydro
11782,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-11-17,0.0,18.7,0.0,15.7,17.21267126749315,9.841161307196083,-15.945256445407146,2,Hydro
10352,SF000236780,"ROBERTSON, SF",-33.8,19.9,204.0,2023-01-28,0.0,17.8,0.0,13.6,18.54959808150454,8.7034939241085,-14.590737822707085,2,Hydro
1643,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-12-03,0.0,21.1,0.0,0.0,23.513524649355954,3.1140214789491867,-9.669018294501724,2,Hydro
11806,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-12-11,2.0,22.1,0.0,0.0,23.164392350022364,4.903254874794996,-8.914038613947621,2,Hydro
7571,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-08-24,0.0,22.9,0.0,0.0,22.78507780634497,3.4646678897620053,-10.428252309477266,2,Hydro
1627,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-11-17,0.0,22.1,0.0,0.0,23.1088319587943,3.308825040511864,-10.090814969488138,2,Hydro
6518,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2023-04-11,9.9,7.5,9.7,4.0,19.79623978697969,6.879364992842318,4.985063308042071,2,Hydro
12248,SF000068712,"CAPE COLUMBINE, SF",-32.833,17.85,67.0,2022-09-10,0.5,4.2,5.2,2.8,24.97231147187092,-0.27128338768452037,-0.8929572118435591,2,Hydro
2158,SF002394820,"CEDARA, SF",-29.533,30.283,1071.0,2022-10-07,7.1,12.8,0.0,11.1,21.928281152346155,12.244054197427406,-7.143601224639185,2,Hydro
7524,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-07-08,0.0,11.8,0.0,5.0,24.961206213231982,3.593644017561924,-8.067503539062098,2,Hydro
6493,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2023-03-17,0.0,7.8,10.4,5.1,18.33871398809263,-0.6894597255394485,-1.1199967119837309,2,Hydro
1519,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-08-01,0.0,14.7,0.0,0.0,26.103557868950556,1.8672786849480452,-6.969519574588677,2,Hydro
1545,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-08-27,0.0,18.3,0.0,0.0,24.64666418292859,2.568571506573686,-8.487987604539766,2,Hydro
3579,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2023-03-03,0.0,21.9,0.0,0.0,23.18977049690663,3.2698643281993274,-10.006455634490852,2,Hydro
6308,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-09-12,2.0,1.0,8.0,-1.4,26.04807414288826,-2.5792133747395063,4.71791641807753,2,Hydro
1529,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-08-11,0.0,17.0,0.0,0.0,25.172764680658748,2.3153268765422035,-7.939651927057427,2,Hydro
7141,SFM00068242,"MAFIKENG, SF",-25.798,25.548,1274.4,2022-11-14,0.0,22.3,0.0,13.6,16.72848097397708,9.580109951140555,-16.488822860145948,2,Hydro
3616,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2023-04-09,0.0,15.9,0.0,0.0,25.617926640276572,2.101042958823257,-7.475675584572371,2,Hydro
4653,SF003174470,"UPINGTON AGR., SF",-28.45,21.25,794.0,2023-03-22,0.0,24.6,0.0,0.0,22.09710023239015,3.7958339444185585,-11.14530665695417,2,Hydro
1648,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-12-08,0.0,24.6,0.0,0.0,22.09710023239015,3.7958339444185585,-11.14530665695417,2,Hydro
9951,SF000104560,"RIVERSDALE, SF",-34.083,21.25,116.0,2022-09-29,0.0,15.9,0.0,10.2,20.89336730524791,6.775286107560374,-12.21091200131777,2,Hydro
1627,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-11-17,0.0,22.1,0.0,0.0,23.1088319587943,3.308825040511864,-10.090814969488138,2,Hydro
1583,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-10-04,0.0,19.4,0.0,0.0,24.201502223310772,2.7828554242926318,-8.951963947024819,2,Hydro
11726,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-09-22,0.0,17.2,0.0,0.0,25.091826142546417,2.3542875888547377,-8.024011262054708,2,Hydro
1667,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-12-27,0.0,22.3,0.0,0.0,23.02789342068197,3.3477857528244006,-10.17517430448542,2,Hydro
1517,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-07-30,0.0,18.0,0.0,0.0,24.768071990097084,2.510130438104881,-8.36144860204384,2,Hydro
7937,SF000981900,"CRADOCK, SF",-32.167,25.617,102.0,2022-11-22,0.0,18.8,0.0,14.7,17.63539409010646,9.402382531123223,-15.523197248518986,2,Hydro
3581,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2023-03-05,0.0,18.6,0.0,0.0,24.525256375760094,2.627012575042489,-8.614526607035689,2,Hydro
2539,SF000347620,"UITENHAGE, SF",-33.7,25.433,157.0,2023-03-17,1.0,22.5,0.0,19.7,13.849850872294978,13.211666287192344,-18.816651090132478,2,Hydro
1736,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2023-03-06,0.0,24.2,0.0,0.0,22.25897730861482,3.7179125197934884,-10.976587986959606,2,Hydro
1585,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-10-06,0.0,21.4,0.0,0.0,23.392116842187455,3.172462547417988,-9.795557296997647,2,Hydro
6363,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-11-06,0.0,4.4,10.1,-0.6,22.591256667505363,-3.8614732517295454,2.8071943557372205,2,Hydro
1543,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-08-25,0.0,18.8,0.0,0.0,24.444317837647763,2.665973287355025,-8.698885942032971,2,Hydro
7774,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2023-03-15,0.0,19.3,0.0,0.0,24.241971492366932,2.763375068136365,-8.90978427952618,2,Hydro
5205,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-10-06,0.0,8.2,11.7,5.4,17.013511312089747,-0.9177749875048355,-0.7646440395979118,2,Hydro
1702,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2023-01-31,0.0,23.8,0.0,0.0,22.420854384839487,3.639991095168418,-10.807869316965041,2,Hydro
2314,SF002394820,"CEDARA, SF",-29.533,30.283,1071.0,2023-03-12,13.0,15.9,0.0,14.2,19.40174148155244,18.972116559317254,-6.41882114785165,2,Hydro
11708,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-09-04,0.0,16.3,0.0,7.7,21.889470458196936,5.707559701612623,-11.219033510345325,2,Hydro
6300,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-09-04,7.9,6.2,10.3,1.1,21.13725174134908,3.497947771405137,6.0090736451809,2,Hydro
7655,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-11-16,0.0,18.3,0.0,14.7,17.837740435387285,9.304980750341882,-15.312298911025778,2,Hydro
11797,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-12-02,0.0,19.4,0.0,0.0,24.201502223310772,2.7828554242926318,-8.951963947024819,2,Hydro
10674,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2022-09-05,0.0,10.3,0.0,1.1,27.374694406585423,1.5142280595243003,-5.62427695547394,2,Hydro
6328,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-10-02,9.9,5.8,7.2,4.5,22.222559723325492,7.630625477875708,4.194338604678603,2,Hydro
1489,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-07-02,0.0,13.0,0.0,0.0,26.791535442905374,1.536112630291491,-6.252465227111774,2,Hydro
1706,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2023-02-04,0.0,24.5,0.0,0.0,22.13756950144632,3.776353588262291,-11.103126989455529,2,Hydro
7557,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-08-10,0.0,13.4,0.0,9.3,22.321971914154574,5.875843984647463,-10.738605335903612,2,Hydro
11711,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-09-07,0.0,14.4,0.0,6.1,23.399493916935256,4.604218323076928,-9.674837644852255,2,Hydro
11726,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-09-22,0.0,17.2,0.0,0.0,25.091826142546417,2.3542875888547377,-8.024011262054708,2,Hydro
1529,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-08-11,0.0,17.0,0.0,0.0,25.172764680658748,2.3153268765422035,-7.939651927057427,2,Hydro
5118,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-07-11,0.0,10.3,11.9,8.7,14.47752768674293,0.9353038702468842,-3.080352540054074,2,Hydro
4450,SF003174470,"UPINGTON AGR., SF",-28.45,21.25,794.0,2022-08-31,0.0,19.3,0.0,0.0,24.241971492366932,2.763375068136365,-8.90978427952618,2,Hydro
4434,SF003174470,"UPINGTON AGR., SF",-28.45,21.25,794.0,2022-08-15,0.0,10.6,0.0,-1.1,28.272309201089776,0.564499037089022,-4.7294904563189,2,Hydro
3545,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2023-01-28,0.5,19.4,0.0,0.0,24.215392321117783,3.181462882863414,-8.657769858139691,2,Hydro
12143,SF000068438,"KIMBERLEY, SF",-28.8,24.767,1196.0,2023-03-10,0.0,22.2,0.0,8.8,18.99227228304673,7.360985760284468,-14.218296643590648,2,Hydro
11718,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-09-14,0.0,15.5,0.0,7.9,22.12058619231237,5.643368678808307,-10.974443943233558,2,Hydro
6379,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-11-22,3.0,5.3,10.6,2.4,20.526809876188395,-0.09038729292612485,3.055157212129202,2,Hydro
7530,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-07-14,0.0,12.4,0.0,0.0,27.034351057242368,1.4192304933538833,-5.999387222119926,2,Hydro
6383,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-11-26,0.0,5.3,9.3,1.3,21.977348562460097,-2.542402663543671,1.1373124279474938,2,Hydro
1640,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-11-30,0.0,21.9,0.0,0.0,23.18977049690663,3.2698643281993274,-10.006455634490852,2,Hydro
113,SF001447910,"NOUPOORT, SF",-31.183,24.95,1496.0,2022-10-31,0.0,12.8,0.0,8.6,22.88902199266021,5.438180455149469,-10.160560125841005,2,Hydro
11696,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-08-23,0.0,12.9,0.0,6.3,23.913894534443845,4.4036648071787345,-9.134990405249994,2,Hydro
6405,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-12-18,6.1,7.9,11.2,4.2,18.254196504152358,3.5075433746300346,3.2530175608313505,2,Hydro
1607,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-10-28,0.0,19.9,0.0,0.0,23.99915587802994,2.8802572050739705,-9.162862284518026,2,Hydro
6332,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-10-06,1.0,7.3,11.7,5.5,17.359195720042322,-0.2500573625467653,0.15693725922143467,2,Hydro
11927,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2023-04-11,0.0,16.7,0.0,0.0,25.294172487827243,2.2568858080733984,-7.8131129245615,2,Hydro
1743,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2023-03-13,0.0,23.1,0.0,0.0,22.704139268232634,3.5036286020745426,-10.51261164447455,2,Hydro
5194,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-09-25,0.0,7.2,12.0,6.1,16.857576929495675,-0.8941927933361706,-0.514735415444622,2,Hydro
6494,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2023-03-18,0.0,9.6,11.7,6.1,16.122707081134788,-0.3242686087566977,-1.68012658964965,2,Hydro
5206,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-10-07,0.0,9.2,11.7,7.1,15.821392065689974,0.05606909884736176,-1.975646784041891,2,Hydro
7781,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2023-03-22,0.0,18.5,0.0,13.7,18.21999398894443,8.88568233042529,-14.932419381636256,2,Hydro
4463,SF003174470,"UPINGTON AGR., SF",-28.45,21.25,794.0,2022-09-13,0.0,16.8,0.0,2.1,24.280999826265187,3.2387103419108394,-8.83019420727243,2,Hydro
11224,SF001130250,"FRASERBURG, SF",-31.917,21.517,1268.0,2022-09-03,0.0,6.0,0.0,-2.2,30.643406878509825,-0.8356823915513404,-2.278563000555913,2,Hydro
2158,SF002394820,"CEDARA, SF",-29.533,30.283,1071.0,2022-10-07,7.1,12.8,0.0,11.1,21.928281152346155,12.244054197427406,-7.143601224639185,2,Hydro
3602,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2023-03-26,0.0,16.9,0.0,0.0,25.213233949714915,2.295846520385935,-7.897472259558783,2,Hydro
11873,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2023-02-16,0.0,21.6,0.0,18.6,14.695805399022861,11.735043119192328,-18.51475950958948,2,Hydro
10253,SF000236780,"ROBERTSON, SF",-33.8,19.9,204.0,2022-10-20,0.0,19.1,0.0,12.3,18.625647302944706,8.361001682242119,-14.535562976486583,2,Hydro
10406,SF003605120,"TAUNG, SF",-27.55,24.767,1100.0,2022-08-18,0.0,10.9,0.0,2.4,26.529729073078116,2.2268470683597767,-6.4808654841686355,2,Hydro
7532,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-07-16,0.0,18.5,0.0,7.1,21.277061793962975,5.861172057713037,-11.868442876683352,2,Hydro
1589,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-10-10,0.0,21.1,0.0,0.0,23.513524649355954,3.1140214789491867,-9.669018294501724,2,Hydro
11931,SF000068438,"KIMBERLEY, SF",-28.8,24.767,1196.0,2022-07-03,0.0,14.8,0.0,9.9,21.47748689236657,6.423524450172691,-11.607663999516676,2,Hydro
6244,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-07-09,1.0,3.8,8.8,0.9,23.191432312229562,-2.0500373469226942,2.288959240222693,2,Hydro
11738,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-10-04,0.0,16.1,0.0,0.0,25.536988102164237,2.140003671135793,-7.560034919569654,2,Hydro
1766,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2023-04-05,0.0,20.3,0.0,0.0,23.83727880180528,2.9581786296990424,-9.33158095451259,2,Hydro
5544,SF002760720,"VIOOLSDRIF, SF",-28.7,17.6,168.0,2022-11-29,0.0,25.9,0.0,20.6,12.02924264626878,13.489216698370102,-21.256962940804662,2,Hydro
12022,SF000068438,"KIMBERLEY, SF",-28.8,24.767,1196.0,2022-10-02,0.0,22.2,0.0,7.3,19.687060420550957,6.673597061940772,-13.52193834701044,2,Hydro
3604,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2023-03-28,0.0,17.2,0.0,0.0,25.091826142546417,2.3542875888547377,-8.024011262054708,2,Hydro
7178,SFM00068242,"MAFIKENG, SF",-25.798,25.548,1274.4,2022-12-21,0.0,23.8,0.0,0.0,22.420854384839487,3.639991095168418,-10.807869316965041,2,Hydro
7009,SFM00068242,"MAFIKENG, SF",-25.798,25.548,1274.4,2022-07-05,0.0,17.5,0.0,7.1,21.68175448452463,5.66636849615036,-11.446646201696941,2,Hydro
9878,SF000104560,"RIVERSDALE, SF",-34.083,21.25,116.0,2022-07-18,0.0,12.1,0.0,5.6,24.561883151061796,3.9270405653682032,-8.472585860190101,2,Hydro
6306,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-09-10,0.3,7.6,10.0,5.7,18.465261475203597,-0.0777729675999768,-1.3417697812709675,2,Hydro
7574,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-08-27,0.0,12.2,0.0,6.5,24.104540999503104,4.3589541405306855,-8.932580505636864,2,Hydro
1027,SF003724960,"VRYHEID, SF",-27.783,30.8,1163.0,2022-09-06,0.0,15.5,0.0,11.9,20.267817825634467,7.476405207724825,-12.831399400780773,2,Hydro
1696,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2023-01-25,0.0,21.7,0.0,0.0,23.270709035018964,3.2309036158867914,-9.922096299493571,2,Hydro
6390,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-12-03,0.0,5.0,7.8,1.3,23.280719414564036,-2.0888655478672487,0.4984556592552368,2,Hydro
1640,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-11-30,0.0,21.9,0.0,0.0,23.18977049690663,3.2698643281993274,-10.006455634490852,2,Hydro
1519,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-08-01,0.0,14.7,0.0,0.0,26.103557868950556,1.8672786849480452,-6.969519574588677,2,Hydro
299,SF000068296,"SKUKUZA, SF",-24.983,31.6,271.0,2022-09-06,0.0,20.8,0.0,15.4,16.50177424481451,10.112771046808973,-16.691757803562577,2,Hydro
1494,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-07-07,0.0,16.4,0.0,0.0,25.415580294995745,2.1984447396045983,-7.6865739220655795,2,Hydro
7557,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-08-10,0.0,13.4,0.0,9.3,22.321971914154574,5.875843984647463,-10.738605335903612,2,Hydro
4463,SF003174470,"UPINGTON AGR., SF",-28.45,21.25,794.0,2022-09-13,0.0,16.8,0.0,2.1,24.280999826265187,3.2387103419108394,-8.83019420727243,2,Hydro
1597,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-10-18,0.0,22.5,0.0,0.0,22.946954882569635,3.386746465136934,-10.2595336394827,2,Hydro
1511,SFM00068592,"KING SHAKA INTERNATIONAL AIRPORT, SF",-29.617,31.133,127.0,2022-07-24,0.0,14.8,0.0,0.0,26.06308859989439,1.8867590411043118,-7.011699242087318,2,Hydro
